Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-75-7030	2.22E-01	2.05E-01	0.00E+00	3.33E-01	2.49E-01
TCGA-75-7031	1.39E+00	6.78E-01	8.06E-01	1.18E+00	1.38E+00
TCGA-78-7145	1.31E+00	9.19E-01	6.79E-01	8.59E-01	8.20E-01
TCGA-78-7146	1.96E+00	1.25E+00	1.35E+00	1.21E+00	1.35E+00
TCGA-78-7147	1.96E+00	8.06E-01	1.14E+00	1.35E+00	2.08E+00
TCGA-78-7148	1.57E+00	8.03E-01	6.62E-01	1.37E+00	1.64E+00
TCGA-78-7149	9.20E-01	4.63E-01	9.34E-01	1.08E+00	1.21E+00
TCGA-78-7150	2.21E+00	8.39E-01	1.81E+00	1.41E+00	2.12E+00
TCGA-78-7152	1.16E+00	5.77E-01	1.18E+00	9.59E-01	1.17E+00
TCGA-78-7153	1.00E+00	3.81E-01	7.75E-01	1.10E+00	1.12E+00
TCGA-78-7154	1.26E+00	6.48E-01	1.41E+00	1.55E+00	1.53E+00
TCGA-78-7155	5.33E+00	2.88E+00	1.68E+00	1.66E+00	4.59E+00
TCGA-78-7156	1.43E+00	9.98E-01	1.73E+00	1.23E+00	1.37E+00
TCGA-78-7158	1.53E+00	1.06E+00	9.88E-01	1.09E+00	1.12E+00
TCGA-78-7159	1.98E+00	1.22E+00	6.48E-01	1.10E+00	1.59E+00
TCGA-78-7160	7.69E-01	3.74E-01	3.38E-01	6.82E-01	8.76E-01
TCGA-78-7161	1.58E+00	9.87E-01	6.12E-01	9.06E-01	1.33E+00
TCGA-78-7162	1.02E+00	4.08E-01	6.06E-01	8.51E-01	1.04E+00
TCGA-78-7163	5.55E-01	4.86E-01	2.62E-01	5.05E-01	3.60E-01
TCGA-78-7166	1.51E+00	9.52E-01	5.98E-01	1.11E+00	1.16E+00
TCGA-78-7167	1.13E+00	5.80E-01	8.63E-01	8.65E-01	8.06E-01
TCGA-78-7220	3.18E+00	1.66E+00	1.67E+00	1.79E+00	2.50E+00
TCGA-78-7535	1.32E+00	6.72E-01	4.59E-01	1.14E+00	1.66E+00
TCGA-78-7536	2.90E+00	1.87E+00	8.49E-01	1.55E+00	2.37E+00
TCGA-78-7537	1.13E+00	4.67E-01	6.27E-01	5.72E-01	1.02E+00
TCGA-78-7539	1.86E+00	9.06E-01	2.03E+00	1.66E+00	2.02E+00
TCGA-78-7540	1.76E-01	7.25E-01	2.18E-01	7.13E-01	6.00E-02
TCGA-78-7542	2.34E+00	1.24E+00	1.09E+00	1.37E+00	1.95E+00
TCGA-78-7633	1.37E+00	9.63E-01	4.93E-01	7.96E-01	1.24E+00
TCGA-78-8640	3.14E+00	1.53E+00	1.88E+00	1.75E+00	3.04E+00
TCGA-78-8648	3.59E-01	1.78E-01	0.00E+00	3.28E-01	2.50E-01
TCGA-78-8655	8.97E-01	6.30E-01	4.45E-01	7.47E-01	8.34E-01
TCGA-78-8660	1.78E+00	8.17E-01	9.96E-01	1.35E+00	1.88E+00
TCGA-78-8662	4.68E+00	2.30E+00	1.69E+00	2.13E+00	4.38E+00
TCGA-80-5607	6.23E-01	2.05E-01	9.78E-01	7.07E-01	8.14E-01
TCGA-80-5608	1.73E+00	1.68E+00	4.95E-01	8.27E-01	3.36E-01
TCGA-80-5611	1.88E+00	6.89E-01	7.32E-01	1.41E+00	2.00E+00
TCGA-83-5908	1.58E+00	7.17E-01	1.14E+00	9.05E-01	1.33E+00
TCGA-86-6562	5.08E-01	2.68E-01	5.57E-01	7.26E-01	6.95E-01
TCGA-86-6851	4.60E+00	2.12E+00	1.57E+00	1.81E+00	4.62E+00
TCGA-86-7701	2.33E+00	1.84E+00	4.66E-01	1.31E+00	1.64E+00
TCGA-86-7711	2.26E+00	1.04E+00	1.33E+00	1.97E+00	2.77E+00
TCGA-86-7713	1.94E+00	1.19E+00	7.27E-01	1.48E+00	1.83E+00
TCGA-86-7714	1.01E+00	3.48E-01	3.11E-01	7.74E-01	9.41E-01
TCGA-86-7953	7.11E-01	1.93E-01	4.04E-01	5.38E-01	7.68E-01
TCGA-86-7954	1.68E+00	7.85E-01	9.22E-01	1.18E+00	1.58E+00
TCGA-86-7955	2.07E+00	1.01E+00	1.00E+00	1.12E+00	2.08E+00
TCGA-86-8054	1.45E+00	7.12E-01	6.45E-01	9.68E-01	1.22E+00
TCGA-86-8055	5.21E-01	1.77E-01	3.08E-01	8.73E-01	9.10E-01
TCGA-86-8056	1.44E+00	5.34E-01	1.70E+00	1.11E+00	1.32E+00
TCGA-86-8073	5.05E+00	3.09E+00	1.83E+00	2.19E+00	3.89E+00
TCGA-86-8074	6.72E-01	3.28E-01	4.17E-01	8.24E-01	9.86E-01
TCGA-86-8075	3.23E-01	1.12E-01	3.87E-01	7.92E-01	8.57E-01
TCGA-86-8076	6.23E-01	4.06E-01	5.82E-01	7.64E-01	7.99E-01
TCGA-86-8278	1.14E-01	9.92E-02	9.52E-01	8.33E-01	9.56E-01
TCGA-86-8279	2.73E+00	1.58E+00	8.24E-01	1.48E+00	2.62E+00
TCGA-86-8280	6.93E-01	1.94E-01	3.56E-01	8.37E-01	8.96E-01
TCGA-86-8281	1.78E+00	1.05E+00	8.21E-01	1.48E+00	1.86E+00
TCGA-86-8358	3.28E+00	1.69E+00	1.22E+00	2.08E+00	3.33E+00
TCGA-86-8359	1.20E+00	7.32E-01	5.95E-01	8.73E-01	9.81E-01
TCGA-86-8585	2.77E+00	1.28E+00	1.55E+00	1.58E+00	2.85E+00
TCGA-86-8668	4.32E-01	0.00E+00	2.86E-01	6.38E-01	6.75E-01
TCGA-86-8669	1.09E+00	5.03E-01	5.75E-01	1.15E+00	1.28E+00
TCGA-86-8671	3.17E-01	0.00E+00	4.50E-01	5.95E-01	5.35E-01
TCGA-86-8672	1.67E+00	9.74E-01	1.08E+00	1.28E+00	1.96E+00
TCGA-86-8673	2.67E+00	1.33E+00	1.13E+00	1.43E+00	2.83E+00
TCGA-86-8674	1.73E+00	1.08E+00	8.54E-01	9.24E-01	1.31E+00
TCGA-86-A456	2.02E+00	1.25E+00	8.40E-01	1.21E+00	1.84E+00
TCGA-86-A4JF	3.57E+00	1.83E+00	1.82E+00	1.06E+01	1.23E+01
TCGA-86-A4P7	7.17E-01	0.00E+00	5.79E-01	7.67E-01	7.90E-01
TCGA-86-A4P8	9.01E-02	0.00E+00	0.00E+00	0.00E+00	9.01E-02
TCGA-91-6828	2.49E+00	1.49E+00	1.36E+00	1.70E+00	2.35E+00
TCGA-91-6829	3.55E+00	1.58E+00	1.13E+00	1.44E+00	3.36E+00
TCGA-91-6830	1.14E+00	7.42E-01	1.55E+00	7.31E-01	1.61E+00
TCGA-91-6831	1.84E+00	7.23E-01	6.64E-01	1.75E+00	2.13E+00
TCGA-91-6835	9.82E-01	3.95E-01	4.67E-01	7.73E-01	1.08E+00
TCGA-91-6836	2.60E+00	1.58E+00	8.52E-01	1.55E+00	1.73E+00
TCGA-91-6840	8.10E-01	6.53E-01	9.08E-01	8.65E-01	7.08E-01
TCGA-91-6847	7.40E-01	5.22E-01	5.15E-01	1.04E+00	1.22E+00
TCGA-91-6848	2.95E+00	1.50E+00	1.09E+00	1.73E+00	3.19E+00
TCGA-91-6849	1.11E+00	6.09E-01	5.98E-01	6.88E-01	8.97E-01
TCGA-91-7771	1.57E+00	6.84E-01	9.28E-01	1.19E+00	1.81E+00
TCGA-91-8496	2.73E-01	1.72E-01	3.15E-01	5.61E-01	4.45E-01
TCGA-91-8497	5.84E-01	2.95E-01	3.54E-01	7.68E-01	6.71E-01
TCGA-91-8499	1.89E+00	1.11E+00	1.24E+00	1.43E+00	1.79E+00
TCGA-91-A4BC	2.14E+00	1.53E+00	8.30E-01	1.21E+00	1.43E+00
TCGA-91-A4BD	2.12E-01	0.00E+00	2.00E-01	5.13E-01	5.17E-01
TCGA-93-7347	1.19E+00	6.05E-01	4.25E-01	8.62E-01	1.03E+00
TCGA-93-7348	1.79E+00	7.51E-01	9.07E-01	1.37E+00	1.69E+00
TCGA-93-8067	1.64E+00	8.04E-01	2.84E+00	1.43E+00	2.65E+00
TCGA-93-A4JN	7.03E-01	3.26E-01	4.97E-01	8.32E-01	8.24E-01
TCGA-93-A4JO	6.44E-01	1.60E-01	5.50E-01	7.29E-01	8.29E-01
TCGA-93-A4JP	7.80E-01	1.12E-01	6.87E-01	6.77E-01	8.70E-01
TCGA-93-A4JQ	7.99E-01	8.25E-02	8.65E-01	9.77E-01	1.43E+00
TCGA-95-7039	4.19E+00	2.88E+00	1.53E+00	2.19E+00	3.70E+00
TCGA-95-7043	3.18E+00	2.25E+00	1.47E+00	1.81E+00	1.98E+00
TCGA-95-7562	1.79E+00	1.45E+00	6.80E-01	1.10E+00	7.42E-01
TCGA-95-7567	3.56E+00	1.66E+00	8.37E-01	8.50E+00	9.89E+00
TCGA-95-7944	7.73E-01	3.43E-01	1.66E+00	5.88E-01	1.65E+00
TCGA-95-7947	2.25E+00	9.50E-01	2.41E+00	1.90E+00	2.97E+00
TCGA-95-7948	5.00E-02	1.14E-01	1.15E+00	7.09E-01	1.04E+00
TCGA-95-8039	9.20E-01	4.35E-01	6.14E-01	8.52E-01	1.20E+00
TCGA-95-8494	5.59E-01	1.88E-01	9.57E-01	9.55E-01	9.35E-01
TCGA-95-A4VK	1.46E+00	9.04E-01	6.29E-01	1.16E+00	1.22E+00
TCGA-95-A4VN	2.05E+00	1.43E+00	1.04E+00	1.11E+00	1.21E+00
TCGA-95-A4VP	1.02E+00	5.51E-01	4.10E-01	7.97E-01	9.02E-01
TCGA-97-7546	1.96E+00	1.03E+00	6.20E-01	1.01E+00	1.69E+00
TCGA-97-7547	1.21E+00	6.70E-01	8.73E-01	9.57E-01	1.04E+00
TCGA-97-7552	5.84E-01	3.12E-01	8.74E-02	5.94E-01	5.46E-01
TCGA-97-7553	7.05E-01	3.78E-01	2.35E-01	5.74E-01	3.74E-01
TCGA-97-7554	2.23E+00	1.28E+00	8.27E-01	1.35E+00	1.92E+00
TCGA-97-7937	1.90E+00	1.31E+00	9.32E-01	1.20E+00	1.68E+00
TCGA-97-7938	2.14E+00	1.24E+00	1.00E+00	1.35E+00	2.09E+00
TCGA-97-7941	1.02E+00	5.86E-01	6.26E-01	7.37E-01	4.87E-01
TCGA-97-8171	7.13E-01	2.18E-01	2.14E-01	8.57E-01	7.91E-01
TCGA-97-8172	1.70E+00	8.63E-01	4.08E-01	1.17E+00	1.18E+00
TCGA-97-8174	1.38E+00	7.40E-01	8.66E-01	9.86E-01	9.93E-01
TCGA-97-8175	5.19E-01	0.00E+00	2.91E-01	5.77E-01	4.57E-01
TCGA-97-8176	1.10E+00	5.92E-01	8.93E-01	1.00E+00	1.07E+00
TCGA-97-8177	4.41E-01	1.82E-01	3.53E-01	6.17E-01	7.29E-01
TCGA-97-8179	1.24E+00	7.39E-01	5.26E-01	6.01E-01	9.29E-01
TCGA-97-8547	2.67E-01	2.67E-01	5.42E-01	6.96E-01	5.30E-01
TCGA-97-8552	4.90E-01	1.62E-01	2.39E-01	4.90E-01	5.51E-01
TCGA-97-A4LX	1.40E+00	7.60E-01	4.18E-01	6.09E-01	1.34E+00
TCGA-97-A4M0	2.75E+00	1.44E+00	1.29E+00	1.19E+00	2.37E+00
TCGA-97-A4M1	4.20E-01	2.12E-01	4.14E-01	5.25E-01	3.20E-01
TCGA-97-A4M2	4.40E-01	8.75E-02	3.34E-01	4.29E-01	3.77E-01
TCGA-97-A4M3	1.66E+00	8.52E-01	6.82E-01	8.49E-01	1.19E+00
TCGA-97-A4M5	4.79E-01	3.72E-01	1.28E+00	7.76E-01	1.24E+00
TCGA-97-A4M6	3.50E-01	0.00E+00	3.30E-01	6.65E-01	7.76E-01
TCGA-97-A4M7	1.76E+00	1.07E+00	6.50E-01	1.07E+00	1.66E+00
TCGA-99-7458	2.79E+00	1.42E+00	8.14E-01	1.65E+00	2.81E+00
TCGA-99-8025	2.10E+00	1.09E+00	1.61E+00	1.59E+00	1.99E+00
TCGA-99-8028	2.42E+00	1.51E+00	6.74E-01	9.98E-01	1.95E+00
TCGA-99-8032	2.14E+00	1.28E+00	9.42E-01	1.29E+00	1.61E+00
TCGA-99-8033	1.60E+00	8.32E-01	6.44E-01	1.12E+00	1.47E+00
TCGA-99-AA5R	8.52E-01	4.46E-01	2.10E-01	1.78E-01	6.70E-01
TCGA-J2-8192	8.38E-01	1.18E-01	5.87E-01	1.03E+00	1.07E+00
TCGA-J2-8194	1.24E+00	5.73E-01	5.24E-01	1.07E+00	1.25E+00
TCGA-J2-A4AD	1.57E+00	6.75E-01	1.51E+00	1.24E+00	1.68E+00
TCGA-J2-A4AE	5.08E-01	0.00E+00	4.82E-01	7.49E-01	6.60E-01
TCGA-J2-A4AG	8.95E-01	5.48E-01	4.29E-01	8.77E-01	6.70E-01
TCGA-L4-A4E5	1.85E+00	1.21E+00	6.35E-01	1.07E+00	1.38E+00
TCGA-L4-A4E6	3.16E-01	1.96E-01	2.67E-01	1.98E-01	1.17E-01
TCGA-L9-A443	1.77E+00	9.54E-01	6.71E-01	1.13E+00	1.51E+00
TCGA-L9-A444	2.26E+00	1.52E+00	9.27E-01	1.39E+00	1.92E+00
TCGA-L9-A50W	4.37E-01	1.17E-01	3.87E-01	5.19E-01	7.01E-01
TCGA-L9-A5IP	1.85E+00	1.11E+00	8.32E-01	1.05E+00	1.51E+00
TCGA-L9-A743	1.32E+00	6.02E-01	7.31E-01	6.31E-01	1.07E+00
TCGA-L9-A7SV	4.49E+00	3.13E+00	1.50E+00	1.54E+00	3.18E+00
TCGA-L9-A8F4	3.36E+00	1.82E+00	1.45E+00	1.89E+00	3.53E+00
TCGA-MN-A4N1	2.27E+00	1.29E+00	9.43E-01	1.41E+00	2.20E+00
TCGA-MN-A4N4	3.82E+00	2.33E+00	3.24E+00	2.16E+00	3.27E+00
TCGA-MN-A4N5	2.28E+00	1.35E+00	1.09E+00	1.57E+00	2.17E+00
TCGA-MP-A4SV	1.90E+00	9.44E-01	1.37E+00	1.33E+00	1.73E+00
TCGA-MP-A4SW	7.31E-01	2.78E-01	5.37E-01	9.04E-01	7.25E-01
TCGA-MP-A4SY	1.46E+00	5.35E-01	7.05E-01	1.14E+00	1.73E+00
TCGA-MP-A4T4	2.38E+00	1.30E+00	9.14E-01	1.18E+00	1.79E+00
TCGA-MP-A4T6	4.41E-01	1.45E-01	5.94E-01	9.34E-01	8.63E-01
TCGA-MP-A4T7	1.15E+00	7.55E-01	4.19E-01	7.46E-01	7.83E-01
TCGA-MP-A4T8	9.48E-01	5.59E-01	4.89E-01	9.76E-01	1.21E+00
TCGA-MP-A4T9	6.38E-01	2.89E-01	3.94E-01	4.81E-01	6.06E-01
TCGA-MP-A4TA	2.43E+00	1.08E+00	9.28E-01	1.73E+00	2.83E+00
TCGA-MP-A4TC	1.92E+00	1.15E+00	6.79E-01	9.66E-01	1.47E+00
TCGA-MP-A4TD	9.37E-01	4.44E-01	3.23E-01	8.03E-01	8.97E-01
TCGA-MP-A4TE	1.37E+00	6.28E-01	2.72E-01	1.27E+00	1.23E+00
TCGA-MP-A4TF	2.20E+00	1.23E+00	8.86E-01	1.28E+00	1.85E+00
TCGA-MP-A4TH	1.01E+00	2.88E-01	2.86E-01	9.23E-01	1.10E+00
TCGA-MP-A4TI	1.28E+00	7.01E-01	1.67E+00	1.11E+00	1.62E+00
TCGA-MP-A4TJ	9.85E-01	4.49E-01	2.99E-01	1.10E+00	1.09E+00
TCGA-MP-A4TK	1.77E+00	1.18E+00	1.07E+00	1.00E+00	1.50E+00
TCGA-MP-A5C7	7.27E-01	3.59E-01	2.88E-01	8.94E-01	9.39E-01
TCGA-NJ-A4YF	2.87E+00	1.83E+00	9.48E-01	1.33E+00	2.18E+00
TCGA-NJ-A4YG	1.29E+00	6.13E-01	7.95E-01	1.10E+00	1.16E+00
TCGA-NJ-A4YI	2.40E+00	1.31E+00	7.96E-01	1.58E+00	1.95E+00
TCGA-NJ-A4YP	1.61E+00	9.00E-01	3.69E+00	8.09E-01	3.65E+00
TCGA-NJ-A4YQ	4.64E+00	2.26E+00	1.14E+00	1.88E+00	4.52E+00
TCGA-NJ-A55A	1.26E+00	6.06E-01	4.11E-01	7.75E-01	1.14E+00
TCGA-NJ-A55O	9.31E-01	6.68E-01	4.27E-01	6.14E-01	4.36E-01
TCGA-NJ-A55R	1.60E+00	8.96E-01	6.39E-01	1.22E+00	1.74E+00
TCGA-NJ-A7XG	5.50E-01	1.68E-01	1.28E-01	5.78E-01	3.84E-01
TCGA-O1-A52J	1.45E+00	7.44E-01	5.75E-01	9.05E-01	1.43E+00
TCGA-S2-AA1A	1.02E+00	7.29E-01	3.58E-01	7.80E-01	5.35E-01
